Year,Field.ID,Quadrant,Mildew_Apr,Mildew_May,Mildew_Jun,Mildew_Jul,Mildew_Apr_Dummy,Mildew_May_Dummy,Mildew_Jun_Dummy,Mildew_Jul_Dummy,mi,Mildew.Incidence_Dummy,r6,nonr6,is,Pruning,FlagShoot.Incidence,FlagShoot.Incidence_Dummy,YearlyCon,YearlyTCost,Grower_1,Grower_2,Grower_3,Grower_4,Grower_5,Grower_6,Grower_7,Grower_8,Grower_9,YearDummy_2014,YearDummy_2015,YearDummy_2016,YearDummy_2017,NE,NW,SW,SE,Direction_Ordinal,Grower_Ordinal,Prediction,ATE
2014,43,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,168.3684892,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,122.3385317,219.4093647
2014,44,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,4,168.3684892,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,143.6180986,161.5830101
2014,45,NW,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,177.1819117,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,125.5490192,179.862321
2014,46,NE,0,0,0,0.01,0,0,0,1,0.0025,1,2,2,2,4,0,0,12,249.1928613,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,153.0331324,194.3211777
2014,47,NE,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,94.34623706,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,132.8678906,73.08616305
2014,48,NE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,2,22.79199945,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,134.3181855,175.123168
2014,49,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,94.34623706,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,126.4686913,64.90093636
2014,50,NE,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,43.99487929,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,126.6781872,73.08616305
2014,51,NE,0,0,0.01,0,0,0,1,0,0.0025,1,1,1,2,3,0,0,4,43.99487929,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,121.9750785,159.1433285
2014,52,NE,0,0,0.14,0.16,0,0,1,1,0.075,1,4,0,2,4,0,0,9,172.6322107,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,141.8711205,127.8243178
2014,53,NE,0,0,0.08,0.25,0,0,1,1,0.0825,1,4,0,2,2,0,0,9,172.6322107,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,115.5702082,63.06348065
2014,54,NE,0,0,0.07,0.4,0,0,1,1,0.1175,1,4,0,2,1,0,0,9,226.4008618,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,113.2020342,61.28626467
2014,55,NE,0,0,0.1,0,0,0,1,0,0.025,1,4,0,2,4,0,0,9,154.6075701,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,120.5318625,127.8243178
2014,56,NW,0,0,0,0.43,0,0,0,1,0.1075,1,5,0,2,2,0,0,8,588.6236279,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,131.5209885,209.3006217
2014,57,NW,0,0,0,0.01,0,0,0,1,0.0025,1,4,0,2,2,0,0,8,588.6236279,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,132.3704878,209.3006217
2014,58,NW,0,0,0,0.19,0,0,0,1,0.0475,1,4,4,2,3,0,0,8,588.6236279,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,141.7529513,251.8347387
2014,59,NW,0,0,0.03,0.43,0,0,1,1,0.115,1,4,0,2,2,0,0,8,588.6236279,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,135.6164683,209.3006217
2014,60,NW,0,0,0,0.02,0,0,0,1,0.005,1,3,3,2,1,0,0,6,390.5186827,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,133.1245453,167.2574717
2014,61,NW,0,0,0.06,0.18,0,0,1,1,0.06,1,4,0,2,2,0,0,8,360.1029869,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,102.522981,53.50951703
2014,62,NW,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,4,205.3100205,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,126.6225172,231.393233
2014,63,NW,0,0,0.02,0.01,0,0,1,1,0.0075,1,4,0,2,2,0,0,8,353.7465084,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,126.9516388,209.3006217
2014,64,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,6,390.5186827,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,107.2400729,160.3902384
2014,65,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,4,205.3100205,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,129.8481782,159.5685937
2014,66,NW,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,4,352.2182979,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,6,133.5676007,231.393233
2014,67,SE,0,0,0,0.01,0,0,0,1,0.0025,1,4,4,2,1,0,0,10,615.672063,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,128.6707746,266.7096224
2014,68,SE,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,9,611.7720583,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,134.1472937,231.2276699
2014,69,SE,0,0,0,0.02,0,0,0,1,0.005,1,1,1,2,2,0,0,9,611.7720583,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,150.4802063,242.9682254
2014,70,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,231.1559311,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,153.9906088,228.389224
2014,71,SE,0,0,0.01,0.02,0,0,1,1,0.0075,1,1,1,1,3,0,0,11,707.7860817,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,136.7476768,295.2613123
2014,72,SE,0,0,0.05,0.041237113,0,0,1,1,0.022809278,1,3,3,1,2,0,0,7,410.0667605,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,132.5346665,214.0100548
2014,73,SE,0,0,0.01,0,0,0,1,0,0.0025,1,3,3,1,1,0,0,10,556.4118187,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,116.8863929,210.5882578
2014,74,SE,0,0,0,0.01,0,0,0,1,0.0025,1,3,3,1,2,0,0,5,484.7595319,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,142.0902183,214.0100548
2014,75,SE,0,0,0.04,0.03,0,0,1,1,0.0175,1,3,3,1,1,0,0,10,841.2732996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,155.6782967,210.5882578
2014,76,SE,0,0,0,0.01,0,0,0,1,0.0025,1,1,1,1,1,0,0,11,428.0914011,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,131.8886383,229.6667089
2014,77,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,11,403.710282,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,140.0085402,295.2613123
2014,78,SE,0,0,0.02,0.05,0,0,1,1,0.0175,1,3,3,2,1,0,0,10,653.3501499,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,153.0428078,220.2724278
2014,79,SE,0,0,0,0.05,0,0,0,1,0.0125,1,3,3,2,2,0,0,10,706.076121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,145.0115281,223.420739
2014,81,SE,0,0,0.03,0.02,0,0,1,1,0.0125,1,3,3,1,2,0,0,7,425.4355593,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,114.5990165,214.0100548
2014,82,SE,0,0,0,0.04,0,0,0,1,0.01,1,3,3,0,5,0,0,3,156.7425463,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,154.3333122,249.1920102
2014,83,SE,0,0,0.05,0.06,0,0,1,1,0.0275,1,3,3,1,2,0,0,7,403.710282,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,130.7590916,214.0100548
2014,84,SE,0,0,0.03,0,0,0,1,0,0.0075,1,4,0,2,2,0,0,10,563.0729215,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,128.8347861,287.8679562
2014,85,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,227.9776919,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,121.8840005,228.389224
2014,86,SE,0,0,0.01,0.03,0,0,1,1,0.01,1,3,3,1,3,0,0,3,406.8885213,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,133.0387014,278.0164372
2014,87,SE,0,0,0.01,0,0,0,1,0,0.0025,1,1,1,2,4,0,0,5,307.0928654,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,152.9270091,306.5544019
2014,88,SE,0,0.04,0.13,0.16,0,1,1,1,0.0825,1,3,3,1,2,0.005,1,7,410.0667605,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,155.1764563,226.5773157
2014,89,SE,0,0,0,0.01,0,0,0,1,0.0025,1,3,3,1,1,0,0,10,644.3378296,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,131.0215488,210.5882578
2014,90,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,747.3117247,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,7,128.2553234,229.6667089
2014,91,SW,0,0,0,0.02,0,0,0,1,0.005,1,3,3,1,3,0,0,7,500.8500962,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,7,129.9481619,256.6156028
2014,92,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,10,406.8885213,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,7,170.2451838,275.9758641
2014,93,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,218.9653716,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,7,121.3861132,202.670734
2014,95,NE,0,0,0.28,0.05,0,0,1,1,0.0825,1,5,0,2,4,0,0,9,393.2230045,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,10,124.1664349,133.3681431
2014,96,NE,0,0,1,0.3,0,0,1,1,0.325,1,4,0,2,3,0,0,8,404.8911666,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,10,115.8259365,-83.64198627
2014,97,NW,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,9,264.9944838,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,144.72286,267.212456
2014,98,NW,0,0.01,0.02,0.06,0,1,1,1,0.0225,1,3,3,2,3,0.0025,1,10,405.8100852,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,91.76724349,80.19779047
2014,99,NW,0,0,0.01,0.06,0,0,1,1,0.0175,1,3,3,2,4,0,0,9,261.8162446,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,131.8919291,259.7416504
2014,100,NW,0,0,0.4,0.12,0,0,1,1,0.13,1,4,0,2,1,0,0,8,588.5002855,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,94.00711544,-58.66446576
2014,101,NW,0,0,0.75,0.36,0,0,1,1,0.2775,1,4,0,2,4,0,0,8,740.5787644,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,111.7292444,-18.07907657
2014,102,NW,0,0,0.49,0.48,0,0,1,1,0.2425,1,4,0,2,3,0,0,8,740.5787644,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,117.5199112,-37.64201174
2014,103,NW,0,0,0.01,0,0,0,1,0,0.0025,1,4,4,2,4,0,0,12,570.4756449,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,137.6026469,268.1754457
2014,104,NW,0,0,0.89,0.22,0,0,1,1,0.2775,1,4,0,2,3,0,0,8,570.4756449,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,96.80019719,-37.64201174
2014,105,NW,0,0.01,0.09,0.1,0,1,1,1,0.05,1,3,3,2,5,0,0,8,200.4894405,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,166.797325,133.8674522
2014,106,NW,0,0.03,0.3,0.44,0,1,1,1,0.1925,1,5,0,2,5,0,0,9,393.2230045,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,155.7794313,-4.07739755
2014,107,NW,0.01,0,0.08,0.07,1,0,1,1,0.04,1,3,3,2,5,0,0,8,498.6409669,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,119.829724,74.34243502
2014,108,NW,0.08,0.2,1,0.89,1,1,1,1,0.5425,1,4,0,2,2,0.025,1,8,1014.380015,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,10,158.0861208,-63.76373522
2015,1,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,145.3017344,361.1884742
2015,2,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,138.1283676,334.5028175
2015,3,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,148.0706972,334.5028175
2015,4,SW,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,161.5106983,362.6745389
2015,5,SE,0,0,0.01,0,0,0,1,0,0.0025,1,1,1,0,4,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,179.4311424,417.2753089
2015,6,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,145.2930574,361.1884742
2015,7,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,145.9375905,334.5028175
2015,8,SE,0,0.005,0.24,0.03,0,1,1,1,0.06875,1,1,1,1,5,0.00125,1,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,148.8753838,196.1126348
2015,9,NE,0,0.01,0.6,0,0,1,1,0,0.1525,1,2,2,1,4,0.0025,1,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,143.7275998,96.17433465
2015,10,SE,0,0,0.08,0.08,0,0,1,1,0.04,1,2,2,1,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,152.9724092,382.4778313
2015,11,NE,0.005,0,0.15,0,1,0,1,0,0.03875,1,4,4,1,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,139.696133,270.6281412
2015,12,NE,0,0,0.03,0,0,0,1,0,0.0075,1,3,3,0,4,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,157.4893464,261.1489216
2015,13,SE,0,0,0.35,0.09,0,0,1,1,0.11,1,3,3,0,3,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,147.2328851,13.21420228
2015,14,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,154.3470163,361.1884742
2015,15,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,158.104984,334.5028175
2015,16,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,165.5273424,385.0170795
2015,17,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,149.7686715,385.0170795
2015,18,SE,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,138.0088636,347.795266
2015,19,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,146.625377,351.3208743
2015,20,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,500.424066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,173.1095835,332.4827841
2015,22,NE,0,0,0.03,0.8,0,0,1,1,0.2075,1,4,4,0,4,0,0,10,539.9247255,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,142.1710569,200.6889378
2015,23,NE,0,0,0.03,0.11,0,0,1,1,0.035,1,2,0,2,5,0,0,8,599.2147682,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,165.7317623,137.0180355
2015,24,SE,0,0,0,0.01,0,0,0,1,0.0025,1,4,0,2,3,0,0,5,342.3716547,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,131.4130133,85.81415808
2015,25,SE,0,0,0.02,0,0,0,1,0,0.005,1,4,0,2,2,0,0,5,342.3716547,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,141.052109,444.9537692
2015,26,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,5,184.095108,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,151.6612201,474.5881097
2015,27,NE,0,0,0.33,0.02,0,0,1,1,0.0875,1,3,3,0,4,0,0,3,179.6358646,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,128.1007421,-17.82671684
2015,28,NE,0.005,0,0.37,1,1,0,1,1,0.34375,1,5,0,2,5,0.00875,1,6,570.307844,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,110.2976742,176.7099894
